match_status,match_type,crops_page,crops_title,melody_page,melody_title
both,exact,62,CAN_T_HELP_LOVIN_DAT_MAN,121,CANT_HELP_LOVIN_DAT_MAN
both,exact,63,CANNONBALL_BLUES,120,CANNONBALL_BLUES
both,exact,63,CAN_T_WE_BE_FRIENDS,121,CANT_WE_BE_FRIENDS
both,exact,63,CARELESS_LOVE,123,CARELESS_LOVE
both,exact,64,CARAVAN,122,CARAVAN
both,exact,64,CARIOCA,125,CARIOCA
both,exact,64,CAROLINA_IN_THE_MORNING,123,CAROLINA_IN_THE_MORNING
both,fuzzy:0.92,65,CARRY_ME_BACK_TO_OLD_VIRGINIA,124,CARRY_ME_BACK_TO_OLD_VIRGINNY
both,exact,65,CASEY_JONES,124,CASEY_JONES
both,exact,65,CASTLE_ROCK,124,CASTLE_ROCK
both,exact,65,CAUSE_I_FEEL_LOWDOWN,126,CAUSE_I_FEEL_LOWDOWN
both,exact,66,CAUTION_BLUES,126,CAUTION_BLUES
both,exact,66,CELIA,127,CELIA
both,exact,66,CEMENT_MIXER,127,CEMENT_MIXER
both,exact,66,C_EST_SI_BON,128,CEST_SI_BON
both,exact,67,CHANGE_PARTNERS,129,CHANGE_PARTNERS
both,exact,67,CHANGES,130,CHANGES
both,exact,67,CHAMP,128,THE_CHAMP
both,exact,68,CHANT_THE,131,THE_CHANT
both,exact,68,CHARLEY_MY_BOY,133,CHARLEY_MY_BOY
both,exact,69,CHARLESTON,132,CHARLESTON
both,exact,69,CHARMAINE,134,CHARMAINE
both,exact,69,CHASING_SHADOWS,134,CHASING_SHADOWS
both,exact,70,CHATTANOOGA_CHOO_CHOO,136,CHATTANOOGA_CHOO_CHOO
both,exact,70,CHATTANOOGA_STOMP,137,CHATTANOOGA_STOMP
both,exact,71,CHEATING_ON_ME,138,CHEATING_ON_ME
both,exact,71,CHEEK_TO_CHEEK,138,CHEEK_TO_CHEEK
both,exact,71,CHELSEA_BRIDGE,139,CHELSEA_BRIDGE
both,exact,71,CHERRY,140,CHERRY
both,exact,72,CHEROKEE,139,CHEROKEE
both,exact,72,CHERRY_RED,140,CHERRY_RED
both,exact,72,CHERYL,140,CHERYL
both,exact,72,CHICAGO,143,CHICAGO
both,exact,73,CHICAGO_BREAKDOWN,142,CHICAGO_BREAKDOWN
both,exact,73,CHLOE,145,CHLOE
both,exact,74,CHINA_BOY,144,CHINA_BOY
both,exact,74,CHINATOWN_MY_CHINATOWN,145,CHINATOWN_MY_CHINATOWN
both,fuzzy:0.95,74,CHRISTOPHER_COLOMBUS,146,CHRISTOPHER_COLUMBUS
both,exact,75,CIRIBIRIBIN,146,CIRIBIRIBIN
both,exact,75,CLARINET_MARMELADE,148,CLARINET_MARMELADE
both,exact,76,CLAP_HANDS_HERE_COMES_CHARLEY,111,CLAP_HANDS_HERE_COMES_CHARLEY
both,exact,77,CLOSE_YOUR_EYES,149,CLOSE_YOUR_EYES
both,exact,77,COAL_CART_BLUES,150,COAL_CART_BLUES
both,exact,78,COCKTAILS_FOR_TWO,151,COCKTAILS_FOR_TWO
both,exact,78,COME_BACK_SWEET_PAPA,152,COME_BACK_SWEET_PAPA
both,exact,79,COME_ON_AND_STOMP_STOMP_STOMP,153,COME_ON_AND_STOMP_STOMP_STOMP
both,exact,79,COME_RAIN_OR_COME_SHINE,154,COME_RAIN_OR_COME_SHINE
both,exact,79,CON_ALMA,155,CON_ALMA
both,exact,80,COME_SUNDAY,154,COME_SUNDAY
both,exact,80,CONEY_ISLAND_WASHBOARD,155,CONEY_ISLAND_WASHBOARD
both,exact,80,CONFIRMATION,156,CONFIRMATION
both,exact,80,COOL_BLUES,158,COOL_BLUES
both,exact,81,CONTINENTAL_THE,157,CONTINENTAL
both,exact,82,COPENHAGEN,158,COPENHAGEN
both,exact,82,COQUETTE,160,COQUETTE
both,exact,82,CORCOVADO,159,CORCOVADO
both,exact,83,CORNER_POCKET,160,CORNER_POCKET
both,fuzzy:0.93,83,CORNET_SHOP_SUEY,161,CORNET_CHOP_SUEY
both,fuzzy:1.00,83,COTTAGE_FOR_SALE_A,162,COTTAGE_FOR_SALE
both,exact,84,COTTON_TAIL,163,COTTON_TAIL
both,exact,84,CRAZEOLOGY,163,CRAZEOLOGY
both,exact,84,CRAZY_QUILT,165,CRAZY_QUILT
both,exact,85,CRAZY_RHYTHM,166,CRAZY_RHYTHM
both,exact,85,CRAZY_WORDS_CRAZY_TUNE,164,CRAZY_WORDS_CRAZY_TUNE
both,exact,86,CREOLE_LOVE_CALL,168,CREOLE_LOVE_CALL
both,exact,86,CRYING_FOR_THE_CAROLINES,168,CRYING_FOR_THE_CAROLINES
both,exact,86,CRY_ME_A_RIVER,169,CRY_ME_A_RIVER
both,exact,87,CUSHION_FOOT_STOMP,171,CUSHION_FOOT_STOMP
both,exact,87,CUTE,170,CUTE
both,exact,88,CURSE_OF_AN_ACHING_HEART_THE,170,CURSE_OF_AN_ACHING_HEART
both,exact,88,CHIMES_BLUES,144,CHIMES_BLUES
both,exact,89,DAAHOUD,172,DAAHOUD
both,exact,89,DALLAS_BLUES,172,DALLAS_BLUES
both,exact,89,DANCE_OF_THE_INFIDELS,174,DANCE_OF_THE_INFIDELS
both,fuzzy:0.92,89,DAPHNE,177,DAPHINE
both,fuzzy:0.97,90,DANCING_IN_THE_DARK,174,DANING_IN_THE_DARK
both,exact,90,DANCING_ON_THE_CEILING,175,DANCING_ON_THE_CEILING
both,exact,90,DANNY_BOY,175,DANNY_BOY
both,exact,91,DANS_LES_RUES_D_ANTIBES,176,DANS_LES_RUES_DANTIBES
both,exact,91,DARKTOWN_STRUTTER_S_BALL_THE,179,DARKTOWN_STRUTTERS_BALL
both,exact,92,DARDANELLA,177,DARDANELLA
both,exact,92,DARK_EYES,178,DARK_EYES
both,fuzzy:1.00,92,DARKNESS_ON_THE_DELTA_WHEN_IT_S,178,DARKNESS_ON_THE_DELTA
both,exact,92,DARLING_JE_VOUS_AIME_BEAUCOUP,179,DARLING_JE_VOUS_AIME_BEAUCOUP
both,fuzzy:1.00,93,DARLING_NELLY,180,DARLING_NELLY_GRAY
both,exact,93,DARN_THAT_DREAM,180,DARN_THAT_DREAM
both,exact,93,DAVENPORT_BLUES,181,DAVENPORT_BLUES
both,exact,94,DAY_BY_DAY,182,DAY_BY_DAY
both,exact,94,DAY_DREAM,182,DAY_DREAM
both,exact,94,DAY_IN_DAY_OUT,183,DAY_IN_DAY_OUT
both,exact,95,DAYS_OF_WINE_AND_ROSES,184,DAYS_OF_WINE_AND_ROSES
both,exact,95,DEAD_MAN_BLUES,184,DEAD_MAN_BLUES
both,exact,95,DEARLY_BELOVED,185,DEARLY_BELOVED
both,exact,95,DEAR_OLD_SOUTHLAND,185,DEAR_OLD_SOUTHLAND
both,exact,96,DEEP_HENDERSON,188,DEEP_HENDERSON
both,exact,97,DEED_I_DO,187,DEED_I_DO
both,exact,97,DEEP_IN_A_DREAM,189,DEEP_IN_A_DREAM
both,exact,97,DEEP_IN_THE_HEART_OF_TEXAS,190,DEEP_IN_THE_HEART_OF_TEXAS
both,exact,97,DEEP_PURPLE,189,DEEP_PURPLE
both,exact,97,DEEP_RIVER,190,DEEP_RIVER
both,exact,98,DESAFINADO,191,DESAFINADO
both,exact,98,DETOUR_AHEAD,192,DETOUR_AHEAD
both,exact,98,DIG,193,DIG
both,exact,99,DIANE,191,DIANE
both,exact,99,DID_I_REMEMBER,192,DID_I_REMEMBER
both,exact,99,DIGA_DIGA_DOO,194,DIGA_DIGA_DOO
both,exact,100,DINAH,195,DINAH
both,exact,100,DIPPERMOUTH_BLUES,196,DIPPERMOUTH_BLUES
both,exact,100,DIPSY_DOODLE_THE,196,DIPSY_DOODLE
both,exact,101,DIRTY_DOZENS,197,DIRTY_DOZENS
both,exact,101,DIXIE,197,DIXIE
both,exact,101,DJANGO,198,DJANGO
both,exact,102,DIZZY_ATMOSPHERE,198,DIZZY_ATMOSPHERE
both,exact,102,DJANGOLOGY,200,DJANGOLOGY
both,exact,102,DOCTOR_JAZZ,203,DOCTOR_JAZZ
both,fuzzy:0.98,102,DO_NOTHING_TILL_YOU_HEAR_FROM_ME,199,DO_NOTHIN_TILL_YOU_HEAR_FROM_ME
both,exact,103,DOIN_THE_NEW_LOW_DOWN,200,DOIN_THE_NEW_LOW_DOWN
both,exact,103,DONNA_LEE,204,DONNA_LEE
both,exact,103,DON_T_BLAME_ME,205,DONT_BLAME_ME
both,exact,104,DOLPHIN_DANCE,199,DOLPHIN_DANCE
both,exact,104,DON_T_BE_THAT_WAY,204,DONT_BE_THAT_WAY
both,exact,104,DON_T_EXPLAIN,205,DONT_EXPLAIN
both,exact,104,DON_T_GET_AROUND_MUCH_ANYMORE,207,DONT_GET_AROUND_MUCH_ANYMORE
both,exact,105,DON_T_FORGET_TO_MESS_AROUND,206,DONT_FORGET_TO_MESS_AROUND
both,exact,105,DON_T_TAKE_YOUR_LOVE_FROM_ME,207,DONT_TAKE_YOUR_LOVE_FROM_ME
both,exact,105,DON_T_WORRY_BOUT_ME,208,DONT_WORRY_BOUT_ME
both,exact,106,DON_T_YOU_KNOW_I_CARE,208,DONT_YOU_KNOW_I_CARE
both,exact,106,DON_T_YOU_LEAVE_ME_HERE,209,DONT_YOU_LEAVE_ME_HERE
both,exact,106,DO_SOMETHING,201,DO_SOMETHING
both,exact,106,DOODLIN,209,DOODLIN
both,fuzzy:0.86,107,DOWN_AMONG_THE_SHELTERING_PALMS,210,DOWN_BY_THE_SHELTERING_PALMS
both,exact,107,DOWN_BY_THE_OLD_MILLSTREAM,210,DOWN_BY_THE_OLD_MILLSTREAM
both,exact,107,DOWN_BY_THE_RIVERSIDE,211,DOWN_BY_THE_RIVERSIDE
both,exact,108,DOWN_HEARTED_BLUES,211,DOWN_HEARTED_BLUES
both,exact,108,DOWN_HOME_RAG,212,DOWN_HOME_RAG
both,exact,108,DOXY,214,DOXY
both,fuzzy:0.97,109,DOWN_IN_HONKY_TONK_TOWN,213,DOWN_IN_HONKY_TONKY_TOWN
both,exact,109,DOWN_IN_JUNGLE_TOWN,213,DOWN_IN_JUNGLE_TOWN
both,exact,110,DOWN_WHERE_THE_SUN_GOES_DOWN,214,DOWN_WHERE_THE_SUN_GOES_DOWN
both,fuzzy:0.96,110,DO_YOU_KNOW_WHAT_IT_MEANS_TO_MISS_NEW_ORLEANS,202,DO_YOU_KNOW_WHEAT_IT_MEANS_TO
both,exact,110,DREAM,202,DREAM
both,exact,110,DREAM_A_LITTLE_DREAM_OF_ME,215,DREAM_A_LITTLE_DREAM_OF_ME
both,exact,111,DREAM_OF_YOU,215,DREAM_OF_YOU
both,exact,111,DROP_ME_OFF_IN_HARLEM,217,DROP_ME_OFF_IN_HARLEM
both,exact,111,DUKE_THE,217,DUKE
both,exact,111,DUSKY_STEVEDORE,218,DUSKY_STEVEDORE
both,fuzzy:0.91,112,EARLY_AUTUMN,220,FARLY_AUTUMN
both,exact,112,EASTER_PARADE,222,EASTER_PARADE
both,exact,112,EAST_OF_THE_SUN,220,EAST_OF_THE_SUN
both,exact,112,EASY_DOES_IT,223,EASY_DOES_IT
both,fuzzy:0.97,113,EAST_ST_LOUIS_TOODLE_O,221,EAST_ST_LOUIS_TOODLE_DO
both,exact,113,EASY_RIDER_BLUES,224,EASY_RIDER_BLUES
both,exact,114,EASY_LIVING,223,EASY_LIVING
both,exact,114,ECAROH,226,ECAROH
both,exact,115,EASY_TO_LOVE,225,EASY_TO_LOVE
both,exact,115,EBB_TIDE,225,EBB_TIDE
both,fuzzy:1.00,115,ECCENTRIC,227,ECCENTRIC_RAG
both,exact,116,ECHOES_OF_HARLEM,228,ECHOES_OF_HARLEM
both,exact,116,EENY_MEENY_MINEY_MO,229,EENY_MEENY_MINEY_MO
both,exact,116,EGYPTIAN_FANTASY,229,EGYPTIAN_FANTASY
both,exact,116,EH_LA_BAS,230,EH_LA_BAS
both,exact,117,EMALINE,230,EMALINE
both,exact,117,EMBRACEABLE_YOU,232,EMBRACEABLE_YOU
both,exact,117,EMPTY_BED_BLUES,232,EMPTY_BED_BLUES
both,exact,117,END_OF_A_LOVE_AFFAIR,232,END_OF_A_LOVE_AFFAIR
both,exact,118,ENTERTAINER_THE,234,ENTERTAINER
both,exact,118,EVERYBODY_LOVES_MY_BABY,235,EVERYBODY_LOVES_MY_BABY
both,exact,119,EPISTROPHY,236,EPISTROPHY
both,exact,119,EVERYTHING_BUT_YOU,236,EVERYTHING_BUT_YOU
both,exact,119,EVERYTHING_HAPPENS_TO_ME,235,EVERYTHING_HAPPENS_TO_ME
both,exact,119,EVERYTHING_I_HAVE_IS_YOURS,231,EVERYTHING_I_HAVE_IS_YOURS
both,exact,120,EVERYTIME_I_FEEL_THE_SPIRIT,231,EVERYTIME_I_FEEL_THE_SPIRIT
both,exact,120,EVERYTIME_WE_SAY_GOODBYE,237,EVERYTIME_WE_SAY_GOODBYE
both,exact,120,EXACTLY_LIKE_YOU,237,EXACTLY_LIKE_YOU
both,exact,120,EXODUS_SONG,238,EXODUS_SONG
both,exact,121,FALLING_IN_LOVE_WITH_LOVE,239,FALLING_IN_LOVE_WITH_LOVE
both,exact,121,FAREWELL_BLUES,240,FAREWELL_BLUES
both,exact,121,FASCINATING_RHYTHM,240,FASCINATING_RHYTHM
both,fuzzy:1.00,121,FIFTY_SECOND,242,FIFTY_SECOND_STREET_THEME
both,exact,122,FIDGETY_FEET,241,FIDGETY_FEET
both,exact,122,FINE_AND_DANDY,242,FINE_AND_DANDY
both,fuzzy:1.00,123,FINE_ROMANCE_A,243,FINE_ROMANCE
both,exact,123,FIREWORKS,244,FIREWORKS
both,exact,124,FIVE_FOOT_TWO_EYES_OF_BLUE,245,FIVE_FOOT_TWO_EYES_OF_BLUE
both,exact,124,FLAMINGO,245,FLAMINGO
both,exact,124,FLAT_FOOT_FLOODGEE,246,FLAT_FOOT_FLOODGEE
both,exact,124,FLEE_AS_A_BIRD,586,FLEE_AS_A_BIRD
both,fuzzy:1.00,124,FLOWER_IS_A_LOVESOME_THING_A,246,FLOWER_IS_A_LOVESOME_THING
both,exact,125,FLYING_HOME,247,FLYING_HOME
both,exact,125,FLY_ME_TO_THE_MOON,247,FLY_ME_TO_THE_MOON
both,fuzzy:1.00,126,FOGGY_DAY_A,248,FOGGY_DAY
both,exact,126,FOLKS_WHO_LIVE_ON_THE_HILL_THE,249,FOLKS_WHO_LIVE_ON_THE_HILL
both,fuzzy:0.96,126,FOR_DANCERS_ONLY,250,FOR_DANCES_ONLY
both,exact,127,FOR_HEAVEN_S_SAKE,251,FOR_HEAVENS_SAKE
both,fuzzy:0.95,127,FOR_SENTIMENTAL_REASON_I_LOVE_YOU,252,FOR_SENTIMENTAL_REASONS
both,exact,128,FOR_LENA_AND_LENNY,251,FOR_LENA_AND_LENNY
both,fuzzy:1.00,128,FORTY_AND_TIGHT_FOUR,253,FORTY_AND_TIGHT
both,exact,129,FOUR_BROTHERS,254,FOUR_BROTHERS
both,exact,129,FOUR_OR_FIVE_TIMES,254,FOUR_OR_FIVE_TIMES
both,exact,129,FRANKIE_AND_JOHNNY,256,FRANKIE_AND_JOHNNY
